[27-09-2023 10:00:04.889 INFO] - Open correct page
[27-09-2023 10:01:02.068 INFO] - Input password success
[27-09-2023 10:01:03.154 INFO] - Input email success
[27-09-2023 10:01:03.207 INFO] - Input password success
[27-09-2023 10:01:04.279 INFO] - Input email success
[27-09-2023 10:01:04.335 INFO] - Input password success
[27-09-2023 10:01:05.424 INFO] - Input email success
[27-09-2023 10:01:05.480 INFO] - Input password success
[27-09-2023 10:01:06.693 INFO] - Input email success
[27-09-2023 10:01:06.761 INFO] - Input password success
[27-09-2023 10:01:07.847 INFO] - Input email success
[27-09-2023 10:01:07.930 INFO] - Input password success
[27-09-2023 10:01:09.064 INFO] - Input email success
[27-09-2023 10:01:09.163 INFO] - Input password success
[27-09-2023 10:01:10.279 INFO] - Input email success
[27-09-2023 10:01:10.372 INFO] - Input password success
[27-09-2023 10:01:11.483 INFO] - Input email success
[27-09-2023 10:01:11.548 INFO] - Input password success
[27-09-2023 10:01:12.660 INFO] - Input email success
[27-09-2023 10:01:12.712 INFO] - Input password success
[27-09-2023 10:01:13.842 INFO] - Input email success
[27-09-2023 10:01:13.937 INFO] - Input password success
[27-09-2023 10:01:15.007 INFO] - Input email success
[27-09-2023 10:01:15.073 INFO] - Input password success
[27-09-2023 10:01:16.137 INFO] - Input email success
[27-09-2023 10:01:16.196 INFO] - Input password success
[27-09-2023 10:01:17.353 INFO] - Input email success
[27-09-2023 10:01:17.429 INFO] - Input password success
[27-09-2023 10:01:18.563 INFO] - Input email success
[27-09-2023 10:01:18.631 INFO] - Input password success
[27-09-2023 10:01:19.742 INFO] - Input email success
[27-09-2023 10:01:19.802 INFO] - Input password success
